opdb_id_,first_five,is_machine,name,common_name,shortname,physical_machine,ipdb_id,manufacture_date,year_,type,display,player_count,features,keywords,manufacturer_name,manufacturer_full_name,title,images_type,urls_medium,urls_large,urls_small,sizes_medium_width,sizes_medium_height,sizes_large_width,sizes_large_height,sizes_small_width,sizes_small_height,opdb_id,group_name
GRvlW-MLeXK,GRvlW,True,Discotek,,,1,687,1965-09-01,1965,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/dd7eb9af-a217-4421-99c1-b875aaf3e02d-medium.jpg,https://img.opdb.org/dd7eb9af-a217-4421-99c1-b875aaf3e02d-large.jpg,https://img.opdb.org/dd7eb9af-a217-4421-99c1-b875aaf3e02d-small.jpg,614,600,614,600,250,244,GRvlW,Discotek
G4qDp-MDb20,G4qDp,True,Starfire,,,1,2360,1956-09-01,1956,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/7b09ddf2-4d8f-4ba8-b352-9fe59df23a4f-medium.jpg,https://img.opdb.org/7b09ddf2-4d8f-4ba8-b352-9fe59df23a4f-large.jpg,https://img.opdb.org/7b09ddf2-4d8f-4ba8-b352-9fe59df23a4f-small.jpg,600,513,600,513,250,214,G4qDp,Starfire
G4yzj-ML0P4,G4yzj,True,Tee'd Off,,,1,2508,1993-05-01,1993,ss,dmd,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/2e7fafab-5361-43b3-8f82-70cdf1e724f2-medium.jpg,https://img.opdb.org/2e7fafab-5361-43b3-8f82-70cdf1e724f2-large.jpg,https://img.opdb.org/2e7fafab-5361-43b3-8f82-70cdf1e724f2-small.jpg,640,511,751,600,250,200,G4yzj,Tee'd Off
G5Y6O-MLn90,G5Y6O,True,Truck Stop,,,1,2667,1988-01-01,1988,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/3f93d021-9579-4f9c-989b-039f2fa474f0-medium.jpg,https://img.opdb.org/3f93d021-9579-4f9c-989b-039f2fa474f0-large.jpg,https://img.opdb.org/3f93d021-9579-4f9c-989b-039f2fa474f0-small.jpg,640,440,872,600,250,172,G5Y6O,Truck Stop
GrEyL-MLqy1,GrEyL,True,World Fair,,,1,2812,1964-04-01,1964,em,reels,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/ff62d391-cd00-4cc5-8b44-f0114556a8bc-medium.jpg,https://img.opdb.org/ff62d391-cd00-4cc5-8b44-f0114556a8bc-large.jpg,https://img.opdb.org/ff62d391-cd00-4cc5-8b44-f0114556a8bc-small.jpg,300,225,300,225,250,188,GrEyL,World Fair
GrlpL-MQ6EX,GrlpL,True,Tim-Buc-Tu,,,1,2561,1956-01-01,1956,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/224def76-f32e-4cec-adeb-43e6ed16dd83-medium.jpg,https://img.opdb.org/224def76-f32e-4cec-adeb-43e6ed16dd83-large.jpg,https://img.opdb.org/224def76-f32e-4cec-adeb-43e6ed16dd83-small.jpg,637,625,637,625,250,245,GrlpL,Tim-Buc-Tu
G5nn1-MJ7B2,G5nn1,True,Quartette,,,1,1888,1952-02-01,1952,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/7991bdd8-b29f-462d-bc0a-ab53d93a5f4a-medium.jpg,https://img.opdb.org/7991bdd8-b29f-462d-bc0a-ab53d93a5f4a-large.jpg,https://img.opdb.org/7991bdd8-b29f-462d-bc0a-ab53d93a5f4a-small.jpg,535,600,535,600,223,250,G5nn1,Quartette / Four Stars
GR0W9-MD3xO,GR0W9,True,Paddock,,,1,1735,1969-09-01,1969,em,reels,1,Replay ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/b8d2a84f-0469-4ef1-b105-0ffdc0c10459-medium.jpg,https://img.opdb.org/b8d2a84f-0469-4ef1-b105-0ffdc0c10459-large.jpg,https://img.opdb.org/b8d2a84f-0469-4ef1-b105-0ffdc0c10459-small.jpg,406,437,406,437,232,250,GR0W9,Paddock / Post Time
GR9WJ-MLX0W,GR9WJ,True,Auto Race,,,1,112,1956-09-01,1956,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/86f315cf-6789-4bfa-a07a-d3ce13d4f2db-medium.jpg,https://img.opdb.org/86f315cf-6789-4bfa-a07a-d3ce13d4f2db-large.jpg,https://img.opdb.org/86f315cf-6789-4bfa-a07a-d3ce13d4f2db-small.jpg,541,600,541,600,226,250,GR9WJ,Auto Race
GrqZX-MD15w,GrqZX,True,Lord of the Rings,,LOTR,1,4858,2003-11-13,2003,ss,dmd,4,Pro edition ,movie ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/66300f6b-3054-4d92-92c4-12e324fd0336-medium.jpg,https://img.opdb.org/66300f6b-3054-4d92-92c4-12e324fd0336-large.jpg,https://img.opdb.org/66300f6b-3054-4d92-92c4-12e324fd0336-small.jpg,640,483,795,600,250,189,GrqZX,Lord of the Rings
Gr3Lq-MJZo5,Gr3Lq,True,Operation: Thunder,,OT,1,1721,1992-03-01,1992,ss,alphanumeric,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/2b83bf9c-99c2-4e28-a93f-8ef8f70039f4-medium.jpg,https://img.opdb.org/2b83bf9c-99c2-4e28-a93f-8ef8f70039f4-large.jpg,https://img.opdb.org/2b83bf9c-99c2-4e28-a93f-8ef8f70039f4-small.jpg,609,600,609,600,250,246,Gr3Lq,Operation: Thunder
GRBeJ-MDvKY,GRBeJ,True,All-Star Basketball,,,1,54,1952-01-01,1952,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/f393d2b2-e041-42c3-9919-e5c7df20872d-medium.jpg,https://img.opdb.org/f393d2b2-e041-42c3-9919-e5c7df20872d-large.jpg,https://img.opdb.org/f393d2b2-e041-42c3-9919-e5c7df20872d-small.jpg,538,612,538,612,220,250,GRBeJ,All-Star Basketball
G4lKk-MQ59j,G4lKk,True,See Saw,,,1,2091,1970-09-01,1970,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/45b59bc9-f962-4636-913f-fa186872b87c-medium.jpg,https://img.opdb.org/45b59bc9-f962-4636-913f-fa186872b87c-large.jpg,https://img.opdb.org/45b59bc9-f962-4636-913f-fa186872b87c-small.jpg,640,582,660,600,250,227,G4lKk,See Saw
G4j03-MQpBy,G4j03,True,Lite-A-Card,,,1,1453,1960-02-01,1960,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/aff2de06-e67d-4039-a57a-c6580f3aeb74-medium.jpg,https://img.opdb.org/aff2de06-e67d-4039-a57a-c6580f3aeb74-large.jpg,https://img.opdb.org/aff2de06-e67d-4039-a57a-c6580f3aeb74-small.jpg,640,471,725,534,250,184,G4j03,Lite-A-Card
GR0lW-MJPVV,GR0lW,True,Popeye Saves the Earth,,PSTE,1,1851,1994-02-01,1994,ss,dmd,4,Widebody ,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/43038d8c-473a-467f-a322-9f1ebf004170-medium.jpg,https://img.opdb.org/43038d8c-473a-467f-a322-9f1ebf004170-large.jpg,https://img.opdb.org/43038d8c-473a-467f-a322-9f1ebf004170-small.jpg,640,432,888,600,250,169,GR0lW,Popeye Saves the Earth
GRBly-MQ9kl,GRBly,True,King Kool,,,1,1371,1972-07-01,1972,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/cfba1e32-dd3f-4b66-8588-2433cda68ef5-medium.jpg,https://img.opdb.org/cfba1e32-dd3f-4b66-8588-2433cda68ef5-large.jpg,https://img.opdb.org/cfba1e32-dd3f-4b66-8588-2433cda68ef5-small.jpg,640,613,802,768,250,239,GRBly,King Rock / King Kool
G56zB-MLEpV,G56zB,True,Space Walk,,,1,2263,1979-01-08,1979,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/389c6b6a-fa67-4de7-8499-5f684914a134-medium.jpg,https://img.opdb.org/389c6b6a-fa67-4de7-8499-5f684914a134-large.jpg,https://img.opdb.org/389c6b6a-fa67-4de7-8499-5f684914a134-small.jpg,640,480,800,600,250,188,G56zB,Count-Down / Space Walk
GrkNp-MJkpo,GrkNp,True,Blue Chip,,,1,325,1976-12-01,1976,em,reels,1,Add-a-ball Replay ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/0b1aaa3a-7b03-46e6-b8c0-43e6a925785d-medium.jpg,https://img.opdb.org/0b1aaa3a-7b03-46e6-b8c0-43e6a925785d-large.jpg,https://img.opdb.org/0b1aaa3a-7b03-46e6-b8c0-43e6a925785d-small.jpg,640,480,640,480,250,188,GrkNp,Blue Chip
G5BJx-MLlxK,G5BJx,True,Set Up,,,1,2100,1969-12-01,1969,em,reels,1,Add-a-ball ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/fb24d170-9649-4b00-9a71-58ccc2b18e8c-medium.jpg,https://img.opdb.org/fb24d170-9649-4b00-9a71-58ccc2b18e8c-large.jpg,https://img.opdb.org/fb24d170-9649-4b00-9a71-58ccc2b18e8c-small.jpg,312,366,312,366,213,250,G5BJx,Seven Up / Set Up
GR77w-MJd0Y,GR77w,True,Quintette,,,1,1896,1953-03-01,1953,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/191ca951-16d9-439e-9bde-38e0524c8d6f-medium.jpg,https://img.opdb.org/191ca951-16d9-439e-9bde-38e0524c8d6f-large.jpg,https://img.opdb.org/191ca951-16d9-439e-9bde-38e0524c8d6f-small.jpg,450,600,450,600,188,250,GR77w,Quintette
GrOXo-MJKyB,GrOXo,True,Carnival,,,1,450,1957-08-01,1957,em,reels,2,Widebody ,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/a64714eb-393e-4e4e-a4db-ab2fedc655b7-medium.jpg,https://img.opdb.org/a64714eb-393e-4e4e-a4db-ab2fedc655b7-large.jpg,https://img.opdb.org/a64714eb-393e-4e4e-a4db-ab2fedc655b7-small.jpg,507,436,507,436,250,215,GrOXo,Carnival
GR987-MDOdw,GR987,True,Gold Rush,,,1,1036,1971-04-01,1971,em,reels,4,Replay ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/14dfa98f-a169-4998-ac37-32517dec6ec5-medium.jpg,https://img.opdb.org/14dfa98f-a169-4998-ac37-32517dec6ec5-large.jpg,https://img.opdb.org/14dfa98f-a169-4998-ac37-32517dec6ec5-small.jpg,640,568,640,568,250,222,GR987,Gold Rush / Yukon / Klondike
G4xqN-MLbX0,G4xqN,True,Eye Of The Tiger,,,1,802,1978-06-01,1978,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/42dee215-08a4-467e-b5d5-538253cc0eef-medium.jpg,https://img.opdb.org/42dee215-08a4-467e-b5d5-538253cc0eef-large.jpg,https://img.opdb.org/42dee215-08a4-467e-b5d5-538253cc0eef-small.jpg,640,480,800,600,250,188,G4xqN,Sinbad / Eye Of The Tiger
G4dWd-MJ2p6,G4dWd,True,Red & Ted's Road Show,Road Show,RS,1,1972,1994-01-01,1994,ss,dmd,4,Widebody ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/53ed2c34-ff10-4df8-b534-159a5461384f-medium.jpg,https://img.opdb.org/53ed2c34-ff10-4df8-b534-159a5461384f-large.jpg,https://img.opdb.org/53ed2c34-ff10-4df8-b534-159a5461384f-small.jpg,640,424,900,596,250,166,G4dWd,Road Show
G5V0D-MQNl0,G5V0D,True,Mardi Gras,,,1,1544,1962-10-01,1962,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/9fc3b41e-c535-460a-b62f-d34ae28d6633-medium.jpg,https://img.opdb.org/9fc3b41e-c535-460a-b62f-d34ae28d6633-large.jpg,https://img.opdb.org/9fc3b41e-c535-460a-b62f-d34ae28d6633-small.jpg,640,480,800,600,250,188,G5V0D,Mardi Gras
G5DD0-MD014,G5DD0,True,4-Belles,,,1,943,1954-09-01,1954,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/9af0a642-8182-4590-bb40-9e8f90cd127e-medium.jpg,https://img.opdb.org/9af0a642-8182-4590-bb40-9e8f90cd127e-large.jpg,https://img.opdb.org/9af0a642-8182-4590-bb40-9e8f90cd127e-small.jpg,502,560,502,560,224,250,G5DD0,Dragonette / 4-Belles
G41WY-MJj5r,G41WY,True,Olympic Hockey,,,1,1709,1972-01-01,1972,em,reels,2,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/9e5a742e-84ca-4912-a7d9-e4a4c96d1051-medium.jpg,https://img.opdb.org/9e5a742e-84ca-4912-a7d9-e4a4c96d1051-large.jpg,https://img.opdb.org/9e5a742e-84ca-4912-a7d9-e4a4c96d1051-small.jpg,378,333,378,333,250,220,G41WY,Olympic Hockey
G5vq2-MDnP0,G5vq2,True,Big Deal,,,1,245,1977-05-01,1977,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/102a6fae-fc36-44f6-9ce2-df784bfbbe69-medium.jpg,https://img.opdb.org/102a6fae-fc36-44f6-9ce2-df784bfbbe69-large.jpg,https://img.opdb.org/102a6fae-fc36-44f6-9ce2-df784bfbbe69-small.jpg,600,450,600,450,250,188,G5vq2,Big Deal
GRLoV-MQ4Ex,GRLoV,True,Double-Feature,,,1,711,1950-12-01,1950,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/6779ebd6-6051-4c1f-ab7e-4e28dde4623b-medium.jpg,https://img.opdb.org/6779ebd6-6051-4c1f-ab7e-4e28dde4623b-large.jpg,https://img.opdb.org/6779ebd6-6051-4c1f-ab7e-4e28dde4623b-small.jpg,433,451,433,451,240,250,GRLoV,Double-Feature
GRDqo-MQ7k2,GRDqo,True,Solar Ride (EM),,,1,4769,1979-01-01,1979,em,reels,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/633678ed-4686-4b28-94bf-a4e591f62d1c-medium.jpg,https://img.opdb.org/633678ed-4686-4b28-94bf-a4e591f62d1c-large.jpg,https://img.opdb.org/633678ed-4686-4b28-94bf-a4e591f62d1c-small.jpg,494,540,494,540,229,250,GRDqo,Solar Ride
G56lO-MDXpW,G56lO,True,Harley Davidson,,,1,4455,1999-01-01,1999,ss,dmd,6,,,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/9ddb1b25-5de2-461b-881c-ef35f9907b95-medium.jpg,https://img.opdb.org/9ddb1b25-5de2-461b-881c-ef35f9907b95-large.jpg,https://img.opdb.org/9ddb1b25-5de2-461b-881c-ef35f9907b95-small.jpg,640,454,846,600,250,177,G56lO,Harley Davidson
GR7oK-ML1xw,GR7oK,True,Kings,,,1,1380,1957-09-01,1957,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/3d506022-e17c-476f-97cd-17bc809611fd-medium.jpg,https://img.opdb.org/3d506022-e17c-476f-97cd-17bc809611fd-large.jpg,https://img.opdb.org/3d506022-e17c-476f-97cd-17bc809611fd-small.jpg,545,640,651,765,213,250,GR7oK,Kings
G5WQN-ML8Wq,G5WQN,True,Four Seasons,,,1,939,1968-12-01,1968,em,reels,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/d8fd51e0-6300-46ba-8025-9c9f026973d4-medium.jpg,https://img.opdb.org/d8fd51e0-6300-46ba-8025-9c9f026973d4-large.jpg,https://img.opdb.org/d8fd51e0-6300-46ba-8025-9c9f026973d4-small.jpg,608,581,608,581,250,239,G5WQN,Four Seasons
GrPVx-MQZP5,GrPVx,True,Hit 'N' Run,,,1,1195,1952-03-01,1952,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/77c66a3d-ffc6-4c6a-87bd-4e504fcb6972-medium.jpg,https://img.opdb.org/77c66a3d-ffc6-4c6a-87bd-4e504fcb6972-large.jpg,https://img.opdb.org/77c66a3d-ffc6-4c6a-87bd-4e504fcb6972-small.jpg,595,600,595,600,248,250,GrPVx,Hit 'N' Run
G5n1Q-MLvdY,G5n1Q,True,Hot Shot,,,1,1247,1973-09-01,1973,em,reels,4,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/8805607a-2944-4003-a1d0-837d6dbc6257-medium.jpg,https://img.opdb.org/8805607a-2944-4003-a1d0-837d6dbc6257-large.jpg,https://img.opdb.org/8805607a-2944-4003-a1d0-837d6dbc6257-small.jpg,612,612,612,612,250,250,G5n1Q,Big Shot / Hot Shot / Pro Pool
GrN1z-MJVNo,GrN1z,True,Red White Blue,,,1,5267,1956-01-01,1956,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/38ea0296-a22d-4936-a453-51d000fb6e5c-medium.jpg,https://img.opdb.org/38ea0296-a22d-4936-a453-51d000fb6e5c-large.jpg,https://img.opdb.org/38ea0296-a22d-4936-a453-51d000fb6e5c-small.jpg,606,640,757,800,237,250,GrN1z,Red White Blue
G4e1d-MJ5Bj,G4e1d,True,Indiana Jones,,IJ4,1,5306,2008-05-01,2008,ss,dmd,4,,movie ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/3cb1d83d-4457-4eb3-a2a3-a0e7b6717237-medium.jpg,https://img.opdb.org/3cb1d83d-4457-4eb3-a2a3-a0e7b6717237-large.jpg,https://img.opdb.org/3cb1d83d-4457-4eb3-a2a3-a0e7b6717237-small.jpg,640,462,832,600,250,180,G4e1d,Indiana Jones
GrkYy-MDxOP,GrkYy,True,Loop the Loop,,,1,1475,1966-09-01,1966,em,reels,2,Replay ,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/4a184a3e-29f8-42ce-bdb4-e592eb454e2f-medium.jpg,https://img.opdb.org/4a184a3e-29f8-42ce-bdb4-e592eb454e2f-large.jpg,https://img.opdb.org/4a184a3e-29f8-42ce-bdb4-e592eb454e2f-small.jpg,640,526,730,600,250,205,GrkYy,Loop the Loop
GrPYp-MLBNx,GrPYp,True,Bo Bo,,,1,336,1961-01-01,1961,em,reels,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/eff62260-3fb7-4a43-8035-d0e34ffd9514-medium.jpg,https://img.opdb.org/eff62260-3fb7-4a43-8035-d0e34ffd9514-large.jpg,https://img.opdb.org/eff62260-3fb7-4a43-8035-d0e34ffd9514-small.jpg,604,640,607,643,236,250,GrPYp,Bo Bo
GrxdD-MLywn,GrxdD,True,Electra-Pool,,,1,779,1965-10-01,1965,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/e4875d66-ca85-41cb-9573-f3056f411676-medium.jpg,https://img.opdb.org/e4875d66-ca85-41cb-9573-f3056f411676-large.jpg,https://img.opdb.org/e4875d66-ca85-41cb-9573-f3056f411676-small.jpg,611,593,611,593,250,243,GrxdD,Bank-A-Ball / Flipper Pool
G4q68-MQk5o,G4q68,True,MiniZag,,,1,1606,1968-11-01,1968,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/a9aea509-85bf-4275-ab2f-91be890c5420-medium.jpg,https://img.opdb.org/a9aea509-85bf-4275-ab2f-91be890c5420-large.jpg,https://img.opdb.org/a9aea509-85bf-4275-ab2f-91be890c5420-small.jpg,478,509,478,509,235,250,G4q68,MiniZag
GRQW7-MLW5P,GRQW7,True,The Incredible Hulk,,,1,1266,1979-01-01,1979,ss,alphanumeric,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/3e3f7400-9217-4ffb-b14d-d5fbef6af48c-medium.jpg,https://img.opdb.org/3e3f7400-9217-4ffb-b14d-d5fbef6af48c-large.jpg,https://img.opdb.org/3e3f7400-9217-4ffb-b14d-d5fbef6af48c-small.jpg,640,544,706,600,250,212,GRQW7,The Incredible Hulk
GRpLk-MQdOY,GRpLk,True,Aztec,,,1,119,1976-07-01,1976,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/01568b2e-4147-47d9-a9fe-163719e18e15-medium.jpg,https://img.opdb.org/01568b2e-4147-47d9-a9fe-163719e18e15-large.jpg,https://img.opdb.org/01568b2e-4147-47d9-a9fe-163719e18e15-small.jpg,622,600,622,600,250,241,GRpLk,Aztec
G5b0Z-MLOKw,G5b0Z,True,Colors,,,1,545,1954-11-01,1954,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/6db57cab-f587-4181-8585-ec1af421f3fe-medium.jpg,https://img.opdb.org/6db57cab-f587-4181-8585-ec1af421f3fe-large.jpg,https://img.opdb.org/6db57cab-f587-4181-8585-ec1af421f3fe-small.jpg,442,439,442,439,250,248,G5b0Z,Colors
GRvE1-MQ2P6,GRvE1,True,Space Time,,,1,2262,1972-09-01,1972,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/dddd012f-aaf7-4fee-b799-1690f2ff170c-medium.jpg,https://img.opdb.org/dddd012f-aaf7-4fee-b799-1690f2ff170c-large.jpg,https://img.opdb.org/dddd012f-aaf7-4fee-b799-1690f2ff170c-small.jpg,640,582,660,600,250,227,GRvE1,Space Time / Time Zone
G56BE-MQYxZ,G56BE,True,Aces High,,,1,9,1965-08-01,1965,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/d5f06559-0bc2-4105-accb-e66ec7fe25b4-medium.jpg,https://img.opdb.org/d5f06559-0bc2-4105-accb-e66ec7fe25b4-large.jpg,https://img.opdb.org/d5f06559-0bc2-4105-accb-e66ec7fe25b4-small.jpg,640,554,674,583,250,216,G56BE,Aces High
GrNPZ-MJNd0,GrNPZ,True,Flying Carpet,,,1,899,1972-03-01,1972,em,reels,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/a859196c-f749-4fcc-952e-c862761e38e7-medium.jpg,https://img.opdb.org/a859196c-f749-4fcc-952e-c862761e38e7-large.jpg,https://img.opdb.org/a859196c-f749-4fcc-952e-c862761e38e7-small.jpg,585,640,775,848,228,250,GrNPZ,Flying Carpet
G4djP-MLnz0,G4djP,True,Jolly Roger,,,1,1314,1967-12-01,1967,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/e7d3a499-19e0-499b-ae06-69276a8f9386-medium.jpg,https://img.opdb.org/e7d3a499-19e0-499b-ae06-69276a8f9386-large.jpg,https://img.opdb.org/e7d3a499-19e0-499b-ae06-69276a8f9386-small.jpg,640,585,640,585,250,229,G4djP,Jolly Roger
G4jQw-MJ5rl,G4jQw,True,Big Game,,BG,1,249,1980-03-01,1980,ss,alphanumeric,4,Widebody ,,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/0a3c78eb-bdea-4b8f-933a-9a4ec56950b7-medium.jpg,https://img.opdb.org/0a3c78eb-bdea-4b8f-933a-9a4ec56950b7-large.jpg,https://img.opdb.org/0a3c78eb-bdea-4b8f-933a-9a4ec56950b7-small.jpg,640,562,683,600,250,220,G4jQw,Big Game
GRn8D-MJpzR,GRn8D,True,Soccer,,,1,2233,1975-03-01,1975,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/b3dfe3d0-0a9c-44f9-bad8-6f1f7d335b4b-medium.jpg,https://img.opdb.org/b3dfe3d0-0a9c-44f9-bad8-6f1f7d335b4b-large.jpg,https://img.opdb.org/b3dfe3d0-0a9c-44f9-bad8-6f1f7d335b4b-small.jpg,418,400,418,400,250,239,GRn8D,Soccer / Super Soccer
G5Ypy-MDxx7,G5Ypy,True,Hi Dolly,,,1,1158,1965-04-01,1965,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/36473f05-bc4e-4f71-bc14-6439e4da9a7c-medium.jpg,https://img.opdb.org/36473f05-bc4e-4f71-bc14-6439e4da9a7c-large.jpg,https://img.opdb.org/36473f05-bc4e-4f71-bc14-6439e4da9a7c-small.jpg,565,486,565,486,250,215,G5Ypy,Hi Dolly
GRBE4-MJ9rE,GRBE4,True,Metallica (Premium),,MET,1,6029,2013-04-12,2013,ss,dmd,4,Premium edition ,music ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/d6d201df-05f4-4f52-9684-7370864248df-medium.jpg,https://img.opdb.org/d6d201df-05f4-4f52-9684-7370864248df-large.jpg,https://img.opdb.org/d6d201df-05f4-4f52-9684-7370864248df-small.jpg,640,473,812,600,250,185,GRBE4,Metallica
G5YEE-MDEVO,G5YEE,True,Striker,,,1,2405,1982-01-01,1982,ss,alphanumeric,4,Widebody ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/9900c4f1-93df-4e24-9aa6-009892919a23-medium.jpg,https://img.opdb.org/9900c4f1-93df-4e24-9aa6-009892919a23-large.jpg,https://img.opdb.org/9900c4f1-93df-4e24-9aa6-009892919a23-small.jpg,247,216,247,216,247,216,G5YEE,Striker
Gr2jZ-MLBr9,Gr2jZ,True,Roto,,,1,2020,1969-10-01,1969,em,reels,2,Add-a-ball ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/879caa88-be8e-4a18-8e66-176a80d0096b-medium.jpg,https://img.opdb.org/879caa88-be8e-4a18-8e66-176a80d0096b-large.jpg,https://img.opdb.org/879caa88-be8e-4a18-8e66-176a80d0096b-small.jpg,418,352,418,352,250,211,Gr2jZ,Expo / Roto
Grjlx-MQkz3,Grjlx,True,Gold Ball,,GB,1,1024,1983-01-01,1983,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/30998a4d-b7f6-42a2-be9b-80bc53945ff3-medium.jpg,https://img.opdb.org/30998a4d-b7f6-42a2-be9b-80bc53945ff3-large.jpg,https://img.opdb.org/30998a4d-b7f6-42a2-be9b-80bc53945ff3-small.jpg,640,480,800,600,250,188,Grjlx,Gold Ball
G57W3-MQdzl,G57W3,True,The Red Max,,,1,1935,1971-03-01,1971,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/239d143e-cdad-4a61-8cd2-f184228ddb2b-medium.jpg,https://img.opdb.org/239d143e-cdad-4a61-8cd2-f184228ddb2b-large.jpg,https://img.opdb.org/239d143e-cdad-4a61-8cd2-f184228ddb2b-small.jpg,640,533,721,600,250,208,G57W3,The Red Max
G5Y6O-MLOqO,G5Y6O,True,Ramp Warrior,,,1,3521,1988-06-01,1988,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/ca46eb53-967a-400a-ae08-aed765e6aedf-medium.jpg,https://img.opdb.org/ca46eb53-967a-400a-ae08-aed765e6aedf-large.jpg,https://img.opdb.org/ca46eb53-967a-400a-ae08-aed765e6aedf-small.jpg,640,594,647,600,250,232,G5Y6O,Truck Stop
